AÑO;NUI;Región;Trimestre;Mes;Categoría;Función;Género;Ocupados;CLASE_INDUSTRIA_II;EXPLICACIÓN_CLASE_INDUSTRIA
2006;10028;1;1;7;CONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;5;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;7;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;3;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;2;2;CONTRATO;Productivos_directos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;2;6;CONTRATO;Productivos_indirectos;hombres;2;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;2;8;CONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;2;5;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;2;7;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;2;7;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;2;7;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;2;7;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;7;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10028;1;1;7;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;2;12;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;2;12;CONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;2;12;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;2;12;CONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;2;12;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;2;12;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;2;12;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;1;7;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;2;5;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;1;4;CONTRATO;Directivos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;1;3;CONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;1;3;CONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;1;3;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;1;3;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;1;3;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;1;3;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;2;3;CONTRATO;Directivos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23114;10;1;7;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;2;6;CONTRATO;Flota;hombres;12;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;2;7;CONTRATO;Productivos_directos;hombres;4;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;1;6;CONTRATO;Directivos;hombres;4;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;2;7;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;2;5;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;2;5;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;2;5;SUBCONTRATO;Productivos_directos;hombres;2;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;2;4;CONTRATO;Productivos_indirectos;hombres;21;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;2;3;CONTRATO;Directivos;hombres;4;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;1;2;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;1;1;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;1;3;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;1;3;SUBCONTRATO;Productivos_directos;hombres;2;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;1;3;CONTRATO;Flota;hombres;12;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;1;3;CONTRATO;Administrativos;hombres;2;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;1;3;CONTRATO;Productivos_indirectos;hombres;37;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;1;3;CONTRATO;Productivos_directos;hombres;5;HUMANO;SIN_ABASTECIMIENTO
2006;23115;10;2;5;CONTRATO;Administrativos;hombres;2;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;1;7;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;1;8;SUBCONTRATO;Productivos_directos;hombres;6;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;1;9;CONTRATO;Productivos_directos;hombres;49;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;1;9;CONTRATO;Administrativos;hombres;9;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;1;9;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;2;10;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;2;10;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;2;10;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;2;10;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;1;10;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;2;1;SUBCONTRATO;Productivos_directos;hombres;8;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;1;3;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;2;5;CONTRATO;Administrativos;hombres;9;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;1;6;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;1;6;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;2;6;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;2;6;CONTRATO;Productivos_directos;hombres;46;HUMANO;SIN_ABASTECIMIENTO
2006;10001;1;2;6;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;14837;10;1;4;SUBCONTRATO;Flota;hombres;5;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;1;3;CONTRATO;Directivos;hombres;1;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;1;6;CONTRATO;Productivos_directos;hombres;40;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;1;5;CONTRATO;Productivos_indirectos;hombres;12;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;1;7;CONTRATO;Administrativos;hombres;8;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;1;5;CONTRATO;Flota;hombres;36;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;1;7;SUBCONTRATO;Productivos_directos;hombres;18;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;2;4;CONTRATO;Productivos_directos;hombres;41;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;1;7;SUBCONTRATO;Administrativos;hombres;0;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;2;5;SUBCONTRATO;Productivos_indirectos;hombres;6;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;2;6;SUBCONTRATO;Administrativos;hombres;0;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;2;5;CONTRATO;Administrativos;hombres;8;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;2;4;CONTRATO;Productivos_indirectos;hombres;12;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;2;3;SUBCONTRATO;Flota;hombres;4;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;2;3;CONTRATO;Flota;hombres;36;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;2;3;CONTRATO;Directivos;hombres;1;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;2;3;SUBCONTRATO;Productivos_directos;hombres;20;ANIMAL;SIN_ABASTECIMIENTO
2006;14837;10;1;3;SUBCONTRATO;Productivos_indirectos;hombres;6;ANIMAL;SIN_ABASTECIMIENTO
2006;20169;10;1;3;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;1;3;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;1;3;CONTRATO;Productivos_directos;hombres;229;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;1;3;CONTRATO;Productivos_indirectos;hombres;30;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;2;3;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;1;3;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;1;2;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;1;2;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;1;2;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;2;2;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;2;2;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;2;2;CONTRATO;Productivos_indirectos;hombres;24;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;2;10;CONTRATO;Administrativos;hombres;5;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;2;1;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;2;1;CONTRATO;Productivos_directos;hombres;195;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;2;3;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;1;2;CONTRATO;Administrativos;hombres;5;HUMANO;SIN_ABASTECIMIENTO
2006;20169;10;2;3;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;15915;10;1;3;SUBCONTRATO;Productivos_directos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;1;3;SUBCONTRATO;Productivos_indirectos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;1;3;SUBCONTRATO;Administrativos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;1;3;SUBCONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;2;3;CONTRATO;Directivos;hombres;1;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;2;3;CONTRATO;Productivos_indirectos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;2;3;CONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;1;3;CONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;2;3;CONTRATO;Administrativos;hombres;1;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;2;3;SUBCONTRATO;Productivos_indirectos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;2;3;SUBCONTRATO;Administrativos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;2;3;CONTRATO;Productivos_directos;hombres;5;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;2;3;SUBCONTRATO;Productivos_directos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;1;3;CONTRATO;Administrativos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;2;3;SUBCONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;1;3;CONTRATO;Productivos_indirectos;hombres;1;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;1;3;CONTRATO;Productivos_directos;hombres;5;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;15915;10;1;3;CONTRATO;Directivos;hombres;1;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;27765;10;1;3;CONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;1;3;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;1;3;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;2;3;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;1;3;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;1;3;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;1;3;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;1;3;CONTRATO;Directivos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;2;3;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;1;3;CONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;2;5;CONTRATO;Administrativos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;2;7;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;2;5;CONTRATO;Directivos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;2;6;CONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;1;4;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;2;5;CONTRATO;Productivos_directos;hombres;4;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;2;4;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27765;10;2;5;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;16100;10;2;4;SUBCONTRATO;Administrativos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;2;5;SUBCONTRATO;Productivos_indirectos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;2;3;SUBCONTRATO;Productivos_directos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;2;5;CONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;2;3;CONTRATO;Productivos_directos;hombres;7;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;2;5;CONTRATO;Administrativos;hombres;1;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;2;3;CONTRATO;Directivos;hombres;1;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;2;6;SUBCONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;1;6;SUBCONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;1;4;SUBCONTRATO;Productivos_indirectos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;1;3;CONTRATO;Directivos;hombres;1;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;1;2;SUBCONTRATO;Productivos_directos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;2;6;CONTRATO;Productivos_indirectos;hombres;1;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;1;8;CONTRATO;Flota;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;1;7;CONTRATO;Administrativos;hombres;2;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;1;7;CONTRATO;Productivos_indirectos;hombres;1;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;1;6;CONTRATO;Productivos_directos;hombres;7;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;16100;10;1;7;SUBCONTRATO;Administrativos;hombres;0;DERIVADOS DE ALGAS;SIN_ABASTECIMIENTO
2006;90096;10;1;6;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;1;4;CONTRATO;Productivos_indirectos;hombres;34;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;2;4;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;2;3;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;2;7;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;2;4;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;2;2;CONTRATO;Administrativos;hombres;5;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;2;3;CONTRATO;Productivos_indirectos;hombres;4;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;1;3;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;2;3;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;1;3;CONTRATO;Administrativos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;1;3;CONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;1;6;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;2;6;CONTRATO;Productivos_directos;hombres;50;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;2;5;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;1;6;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;1;5;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;90096;10;1;6;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;2;6;CONTRATO;Productivos_directos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;1;6;SUBCONTRATO;Productivos_indirectos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;2;6;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;2;6;SUBCONTRATO;Productivos_indirectos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;2;6;SUBCONTRATO;Productivos_directos;hombres;3;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;2;5;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;2;12;CONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;2;12;CONTRATO;Productivos_indirectos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;2;12;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;1;12;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;1;12;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;1;12;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;1;12;SUBCONTRATO;Productivos_directos;hombres;3;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;1;12;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;1;12;CONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;1;12;CONTRATO;Productivos_indirectos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;1;3;CONTRATO;Productivos_directos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;22733;10;2;3;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;18478;1;2;3;SUBCONTRATO;Flota;hombres;0;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;2;3;SUBCONTRATO;Administrativos;hombres;4;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;2;3;SUBCONTRATO;Productivos_indirectos;hombres;335;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;2;3;SUBCONTRATO;Productivos_directos;hombres;90;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;1;3;SUBCONTRATO;Administrativos;hombres;4;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;2;9;CONTRATO;Directivos;hombres;2;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;2;9;CONTRATO;Productivos_directos;hombres;27;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;2;9;CONTRATO;Productivos_indirectos;hombres;89;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;2;9;CONTRATO;Flota;hombres;326;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;2;9;CONTRATO;Administrativos;hombres;14;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;1;9;CONTRATO;Directivos;hombres;2;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;1;9;CONTRATO;Productivos_directos;hombres;27;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;1;9;CONTRATO;Productivos_indirectos;hombres;95;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;1;9;CONTRATO;Administrativos;hombres;14;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;1;9;CONTRATO;Flota;hombres;260;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;1;9;SUBCONTRATO;Productivos_indirectos;hombres;323;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;1;9;SUBCONTRATO;Flota;hombres;0;ANIMAL;SIN_ABASTECIMIENTO
2006;18478;1;1;9;SUBCONTRATO;Productivos_directos;hombres;64;ANIMAL;SIN_ABASTECIMIENTO
2006;27744;10;1;9;CONTRATO;Administrativos;hombres;10;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;2;9;CONTRATO;Productivos_indirectos;hombres;33;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;2;9;CONTRATO;Productivos_directos;hombres;178;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;1;9;CONTRATO;Productivos_directos;hombres;182;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;2;9;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;2;9;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;1;9;CONTRATO;Directivos;hombres;1;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;2;9;CONTRATO;Administrativos;hombres;12;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;2;9;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;2;9;SUBCONTRATO;Administrativos;hombres;12;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;2;9;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;2;5;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;1;6;CONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;1;5;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;1;6;SUBCONTRATO;Productivos_indirectos;hombres;11;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;1;4;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;1;4;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;27744;10;1;4;CONTRATO;Productivos_indirectos;hombres;29;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;2;4;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;2;4;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;2;4;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;2;4;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;2;4;CONTRATO;Administrativos;hombres;2;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;1;4;SUBCONTRATO;Productivos_directos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;2;4;CONTRATO;Productivos_indirectos;hombres;4;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;2;4;CONTRATO;Productivos_directos;hombres;13;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;2;4;CONTRATO;Directivos;hombres;2;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;1;4;SUBCONTRATO;Flota;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;1;4;SUBCONTRATO;Administrativos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;1;4;SUBCONTRATO;Productivos_indirectos;hombres;0;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;1;4;CONTRATO;Directivos;hombres;2;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;1;4;CONTRATO;Productivos_directos;hombres;13;HUMANO;SIN_ABASTECIMIENTO
2006;23094;10;1;4;CONTRATO;Productivos_indirectos;hombres;4;HUMANO;SIN_ABASTECIMIENTO
